Wavelength (μm), R (B), T (B), A (B), R (C), T (C), A (C)
1.117241, 0.910829, 0.000066,                     0.089105, 0.827673, 0.000044, 0.172283
1.087248, 0.906891, 0.000095,                     0.093014, 0.846162, 0.000064, 0.153774
1.058824, 0.903208, 0.000136,                     0.096656, 0.861061, 0.000094, 0.138845
1.031847, 0.900014, 0.000197,                     0.099789, 0.872293, 0.000140, 0.127568
1.006211, 0.897467, 0.000290,                     0.102243, 0.880162, 0.000210, 0.119628
0.981818, 0.895776, 0.000437,                     0.103787, 0.884957, 0.000324, 0.114719
0.958580, 0.895278, 0.000675,                     0.104047, 0.887251, 0.000515, 0.112234
0.936416, 0.896117, 0.001070,                     0.102814, 0.887575, 0.000844, 0.111581
0.915254, 0.898643, 0.001746,                     0.099610, 0.886307, 0.001426, 0.112267
0.895028, 0.903027, 0.002951,                     0.094023, 0.884140, 0.002480, 0.113380
0.875676, 0.909138, 0.005181,                     0.085681, 0.881394, 0.004470, 0.114136
0.857143, 0.916074, 0.009500,                     0.074427, 0.878001, 0.008408, 0.113592
0.839378, 0.921467, 0.018270,                     0.060263, 0.872339, 0.016582, 0.111079
0.822335, 0.918375, 0.036823,                     0.044802, 0.858816, 0.034436, 0.106748
0.805970, 0.890066, 0.076821,                     0.033113, 0.823380, 0.074546, 0.102074
0.790244, 0.803298, 0.159806,                     0.036896, 0.734314, 0.161808, 0.103878
0.775120, 0.623093, 0.306382,                     0.070525, 0.555764, 0.320569, 0.123666
0.760563, 0.381629, 0.492186,                     0.126185, 0.325876, 0.513366, 0.160759
0.746544, 0.186431, 0.647787,                     0.165781, 0.157568, 0.653411, 0.189021
0.733032, 0.081601, 0.746290,                     0.172109, 0.075930, 0.728516, 0.195554
0.720000, 0.035673, 0.804238,                     0.160090, 0.039301, 0.770664, 0.190035
0.707424, 0.018112, 0.834743,                     0.147145, 0.022707, 0.793749, 0.183543
0.695279, 0.015633, 0.843472,                     0.140895, 0.019226, 0.798942, 0.181832
0.683544, 0.021297, 0.838232,                     0.140471, 0.024698, 0.790296, 0.185006
0.672199, 0.028794, 0.829517,                     0.141689, 0.032802, 0.776759, 0.190439
0.661224, 0.032853, 0.825850,                     0.141296, 0.037502, 0.767009, 0.195490
0.650602, 0.030853, 0.830705,                     0.138443, 0.035777, 0.765283, 0.198939
0.640316, 0.023436, 0.842065,                     0.134499, 0.028168, 0.770535, 0.201297
0.630350, 0.014173, 0.854012,                     0.131815, 0.018313, 0.777721, 0.203966
0.620690, 0.008168, 0.859216,                     0.132617, 0.011425, 0.780203, 0.208372
0.611321, 0.009574, 0.853133,                     0.137293, 0.011740, 0.773174, 0.215086
0.602230, 0.019207, 0.836690,                     0.144103, 0.020177, 0.756592, 0.223231
0.593407, 0.034202, 0.815606,                     0.150192, 0.033911, 0.735028, 0.231061
0.584838, 0.049769, 0.797144,                     0.153087, 0.048085, 0.714865, 0.237050
0.576512, 0.061316, 0.787342,                     0.151341, 0.058092, 0.701452, 0.240456
0.568421, 0.065639, 0.789327,                     0.145034, 0.060844, 0.697501, 0.241655
0.560554, 0.061388, 0.802827,                     0.135785, 0.055306, 0.702783, 0.241911
0.552901, 0.049405, 0.824069,                     0.126526, 0.042686, 0.714238, 0.243075
0.545455, 0.032995, 0.846133,                     0.120872, 0.026404, 0.726540, 0.247056
0.538206, 0.017406, 0.860676,                     0.121918, 0.011557, 0.733623, 0.254821
0.531148, 0.007838, 0.861564,                     0.130598, 0.002962, 0.731268, 0.265770
0.524272, 0.006673, 0.848782,                     0.144546, 0.002736, 0.719602, 0.277662
0.517572, 0.012114, 0.828607,                     0.159279, 0.009114, 0.702972, 0.287915
0.511041, 0.019459, 0.810087,                     0.170454, 0.017598, 0.687567, 0.294835
0.504673, 0.023636, 0.800617,                     0.175747, 0.023179, 0.678550, 0.298272
0.498462, 0.021321, 0.803430,                     0.175248, 0.022375, 0.677834, 0.299791
0.492401, 0.012646, 0.815996,                     0.171357, 0.014764, 0.682965, 0.302271
0.486486, 0.002873, 0.828518,                     0.168609, 0.004431, 0.686258, 0.309310
0.480712, 0.002642, 0.825152,                     0.172206, 0.000188, 0.676560, 0.323252
0.475073, 0.023182, 0.791905,                     0.184913, 0.011842, 0.645391, 0.342767
0.469565, 0.066995, 0.728924,                     0.204081, 0.042954, 0.594424, 0.362622
0.464183, 0.124089, 0.652762,                     0.223149, 0.087304, 0.535912, 0.376784
0.458924, 0.179158, 0.584146,                     0.236696, 0.133247, 0.484231, 0.382522
0.453782, 0.219510, 0.537423,                     0.243067, 0.169624, 0.449508, 0.380867
0.448753, 0.235910, 0.520127,                     0.243963, 0.187363, 0.437197, 0.375440
0.443836, 0.219133, 0.536994,                     0.243873, 0.177290, 0.450087, 0.372622
0.439024, 0.158863, 0.589749,                     0.251388, 0.130085, 0.486975, 0.382940
0.434316, 0.060888, 0.658204,                     0.280909, 0.050426, 0.527310, 0.422264
0.429708, 0.007549, 0.655353,                     0.337097, 0.000479, 0.508160, 0.491361
0.425197, 0.123873, 0.500207,                     0.375921, 0.072480, 0.387367, 0.540153
0.420779, 0.333958, 0.304913,                     0.361129, 0.225422, 0.243326, 0.531252
0.416452, 0.505226, 0.175427,                     0.319348, 0.364599, 0.144792, 0.490609
0.412214, 0.619859, 0.105280,                     0.274862, 0.465379, 0.089143, 0.445477
0.408060, 0.698086, 0.067943,                     0.233971, 0.536962, 0.058526, 0.404512
0.403990, 0.755989, 0.047311,                     0.196700, 0.589939, 0.041223, 0.368838
0.400000, 0.802592, 0.035418,                     0.161990, 0.631076, 0.031070, 0.337854
