Wavelength (μm), R (B), T (B), A (B), R (C), T (C), A (C)
0.695279, 0.017322, 0.421019,                     0.561659, 0.024951, 0.397179, 0.577869
0.683544, 0.024691, 0.414321,                     0.560988, 0.031618, 0.388601, 0.579780
0.672199, 0.031392, 0.407927,                     0.560681, 0.038033, 0.380697, 0.581270
0.661224, 0.033140, 0.404057,                     0.562803, 0.038911, 0.374596, 0.586493
0.650602, 0.030624, 0.399094,                     0.570282, 0.035709, 0.368251, 0.596040
0.640316, 0.028551, 0.392108,                     0.579340, 0.032702, 0.360215, 0.607084
0.630350, 0.030334, 0.382300,                     0.587366, 0.033843, 0.349538, 0.616619
0.620690, 0.036044, 0.371943,                     0.592013, 0.038661, 0.338461, 0.622878
0.611321, 0.042126, 0.364173,                     0.593701, 0.043795, 0.329117, 0.627088
0.602230, 0.044517, 0.360447,                     0.595036, 0.044987, 0.323700, 0.631313
0.593407, 0.040401, 0.361343,                     0.598256, 0.039961, 0.321805, 0.638234
0.584838, 0.030235, 0.363866,                     0.605899, 0.029179, 0.321984, 0.648837
0.576512, 0.017115, 0.365196,                     0.617689, 0.016067, 0.320919, 0.663014
0.568421, 0.006121, 0.361354,                     0.632524, 0.005367, 0.316428, 0.678206
0.560554, 0.000680, 0.352482,                     0.646838, 0.000404, 0.307641, 0.691956
0.552901, 0.000879, 0.340437,                     0.658685, 0.001069, 0.296701, 0.702230
0.545455, 0.003803, 0.329287,                     0.666910, 0.004439, 0.286144, 0.709417
0.538206, 0.006042, 0.321439,                     0.672519, 0.007154, 0.278382, 0.714464
0.531148, 0.006048, 0.317535,                     0.676417, 0.007470, 0.273589, 0.718941
0.524272, 0.004926, 0.315773,                     0.679300, 0.006239, 0.270569, 0.723191
0.517572, 0.006346, 0.312308,                     0.681346, 0.006643, 0.266196, 0.727161
0.511041, 0.014017, 0.303678,                     0.682305, 0.012200, 0.257847, 0.729953
0.504673, 0.028560, 0.288310,                     0.683130, 0.023873, 0.244401, 0.731726
0.498462, 0.045713, 0.269034,                     0.685254, 0.038466, 0.227898, 0.733637
0.492401, 0.059273, 0.249735,                     0.690992, 0.050656, 0.211414, 0.737930
0.486486, 0.064259, 0.234255,                     0.701487, 0.056023, 0.197876, 0.746101
0.480712, 0.059775, 0.223830,                     0.716394, 0.053347, 0.188317, 0.758336
0.475073, 0.049026, 0.218320,                     0.732654, 0.045143, 0.182630, 0.772227
0.469565, 0.039967, 0.215674,                     0.744360, 0.037685, 0.179290, 0.783025
0.464183, 0.042731, 0.213109,                     0.744161, 0.039214, 0.176429, 0.784356
0.458924, 0.064421, 0.208093,                     0.727486, 0.055487, 0.172086, 0.772427
0.453782, 0.101367, 0.199767,                     0.698866, 0.084362, 0.165667, 0.749971
0.448753, 0.138812, 0.189496,                     0.671692, 0.114456, 0.157571, 0.727974
0.443836, 0.157935, 0.178579,                     0.663486, 0.130838, 0.148622, 0.720540
0.439024, 0.147436, 0.166799,                     0.685765, 0.123833, 0.138104, 0.738064
0.434316, 0.114195, 0.150741,                     0.735064, 0.099157, 0.123748, 0.777095
0.429708, 0.090934, 0.127038,                     0.782028, 0.082067, 0.103447, 0.814487
0.425197, 0.113929, 0.097375,                     0.788696, 0.099962, 0.079305, 0.820733
0.420779, 0.183271, 0.069056,                     0.747673, 0.153024, 0.056673, 0.790303
0.416452, 0.266590, 0.047435,                     0.685975, 0.217463, 0.039305, 0.743231
0.412214, 0.335187, 0.032869,                     0.631944, 0.270394, 0.027406, 0.702200
0.408060, 0.374818, 0.023548,                     0.601633, 0.299718, 0.019619, 0.680663
0.403990, 0.381078, 0.017511,                     0.601411, 0.301451, 0.014489, 0.684059
0.400000, 0.353670, 0.013490,                     0.632840, 0.276678, 0.011003, 0.712319
