Wavelength (μm), R (B), T (B), A (B), R (C), T (C), A (C)
0.524272, 0.015024, 0.255459,                     0.729518, 0.015467, 0.222434, 0.762099
0.517572, 0.015159, 0.250954,                     0.733886, 0.015573, 0.218584, 0.765843
0.511041, 0.022901, 0.240187,                     0.736912, 0.021805, 0.209477, 0.768718
0.504673, 0.037408, 0.226847,                     0.735745, 0.033933, 0.197848, 0.768220
0.498462, 0.054423, 0.211603,                     0.733974, 0.048315, 0.184597, 0.767088
0.492401, 0.065228, 0.197571,                     0.737201, 0.057794, 0.172131, 0.770075
0.486486, 0.067609, 0.186336,                     0.746055, 0.060144, 0.161971, 0.777885
0.480712, 0.061754, 0.178620,                     0.759626, 0.055514, 0.154692, 0.789794
0.475073, 0.051602, 0.173903,                     0.774495, 0.047308, 0.149883, 0.802810
0.469565, 0.044388, 0.170916,                     0.784696, 0.041646, 0.146562, 0.811792
0.464183, 0.048285, 0.168022,                     0.783693, 0.045218, 0.143507, 0.811275
0.458924, 0.067274, 0.163760,                     0.768966, 0.061106, 0.139660, 0.799234
0.453782, 0.096128, 0.157872,                     0.746000, 0.084997, 0.134751, 0.780252
0.448753, 0.121921, 0.151244,                     0.726835, 0.106313, 0.129211, 0.764476
0.443836, 0.130972, 0.144178,                     0.724850, 0.113785, 0.122976, 0.763238
0.439024, 0.117127, 0.135065,                     0.747808, 0.102666, 0.114578, 0.782756
0.434316, 0.091090, 0.120861,                     0.788049, 0.082403, 0.101719, 0.815878
0.429708, 0.080859, 0.100291,                     0.818850, 0.075671, 0.083864, 0.840465
0.425197, 0.107712, 0.076859,                     0.815429, 0.098489, 0.064149, 0.837362
0.420779, 0.163163, 0.056024,                     0.780813, 0.143451, 0.046831, 0.809718
0.416452, 0.221852, 0.040481,                     0.737667, 0.190231, 0.033873, 0.775896
0.412214, 0.263522, 0.029883,                     0.706595, 0.222303, 0.024928, 0.752768
0.408060, 0.278501, 0.022766,                     0.698733, 0.231710, 0.018829, 0.749462
0.403990, 0.265064, 0.017736,                     0.717200, 0.217715, 0.014486, 0.767799
0.400000, 0.227626, 0.013882,                     0.758492, 0.185532, 0.011191, 0.803277
