Wavelength (μm), R (B), T (B), A (B), R (C), T (C), A (C)
0.981818, 0.294067, 0.000076,                     0.705857, 0.325942, 0.000119, 0.673939
0.958580, 0.299768, 0.000116,                     0.700116, 0.241695, 0.000207, 0.758098
0.936416, 0.300275, 0.000183,                     0.699542, 0.142351, 0.000364, 0.857285
0.915254, 0.294656, 0.000302,                     0.705042, 0.058389, 0.000621, 0.940990
0.895028, 0.281865, 0.000520,                     0.717614, 0.035545, 0.000979, 0.963477
0.875676, 0.260939, 0.000938,                     0.738123, 0.084739, 0.001349, 0.913911
0.857143, 0.231546, 0.001762,                     0.766693, 0.111274, 0.001685, 0.887041
0.839378, 0.195045, 0.003436,                     0.801520, 0.164143, 0.002829, 0.833027
0.822335, 0.155867, 0.006900,                     0.837233, 0.272148, 0.004954, 0.722898
0.805970, 0.121930, 0.014132,                     0.863938, 0.363011, 0.008856, 0.628132
0.790244, 0.101721, 0.029212,                     0.869066, 0.425149, 0.017182, 0.557669
0.775120, 0.097058, 0.060014,                     0.842928, 0.452289, 0.037043, 0.510668
0.760563, 0.095475, 0.117523,                     0.787002, 0.423519, 0.086198, 0.490283
0.746544, 0.076109, 0.198377,                     0.725514, 0.316795, 0.182260, 0.500945
0.733032, 0.045344, 0.259174,                     0.695482, 0.217032, 0.263654, 0.519314
0.720000, 0.033274, 0.272411,                     0.694314, 0.195731, 0.276703, 0.527566
0.707424, 0.038671, 0.264350,                     0.696980, 0.180128, 0.272216, 0.547657
0.695279, 0.045290, 0.257692,                     0.697018, 0.139203, 0.272465, 0.588333
0.683544, 0.045813, 0.256570,                     0.697618, 0.089141, 0.276070, 0.634789
0.672199, 0.041708, 0.257574,                     0.700718, 0.057619, 0.280252, 0.662129
0.661224, 0.037944, 0.256602,                     0.705453, 0.046282, 0.280187, 0.673531
0.650602, 0.037587, 0.252135,                     0.710278, 0.039729, 0.277193, 0.683078
0.640316, 0.039194, 0.245967,                     0.714839, 0.029820, 0.270625, 0.699554
0.630350, 0.038928, 0.240953,                     0.720119, 0.020719, 0.265965, 0.713316
0.620690, 0.034272, 0.238552,                     0.727176, 0.022256, 0.258569, 0.719175
0.611321, 0.026189, 0.238025,                     0.735786, 0.037592, 0.245431, 0.716977
0.602230, 0.018958, 0.237415,                     0.743627, 0.061438, 0.227869, 0.710694
0.593407, 0.017647, 0.234103,                     0.748250, 0.060198, 0.240258, 0.699544
0.584838, 0.024617, 0.226083,                     0.749300, 0.060075, 0.233726, 0.706199
0.576512, 0.037168, 0.215930,                     0.746902, 0.066394, 0.213928, 0.719678
0.568421, 0.049734, 0.206355,                     0.743911, 0.066449, 0.208421, 0.725130
0.560554, 0.056503, 0.198368,                     0.745129, 0.075998, 0.206239, 0.717763
0.552901, 0.055313, 0.193255,                     0.751432, 0.110428, 0.187954, 0.701618
0.545455, 0.049122, 0.191427,                     0.759450, 0.148633, 0.166683, 0.684684
0.538206, 0.040767, 0.191340,                     0.767893, 0.176818, 0.158778, 0.664405
0.531148, 0.034635, 0.191114,                     0.774251, 0.194982, 0.162477, 0.642541
0.524272, 0.033266, 0.189250,                     0.777484, 0.204962, 0.164453, 0.630585
0.517572, 0.035913, 0.185992,                     0.778095, 0.202281, 0.158039, 0.639681
0.511041, 0.039981, 0.182043,                     0.777976, 0.183886, 0.151487, 0.664627
0.504673, 0.040474, 0.177656,                     0.781870, 0.199857, 0.151078, 0.649065
0.498462, 0.034595, 0.173450,                     0.791955, 0.245560, 0.148953, 0.605487
0.492401, 0.023358, 0.167165,                     0.809477, 0.270443, 0.138145, 0.591412
0.486486, 0.012607, 0.159498,                     0.827895, 0.269657, 0.135476, 0.594867
0.480712, 0.007729, 0.151311,                     0.840960, 0.246037, 0.136742, 0.617221
0.475073, 0.010522, 0.144045,                     0.845433, 0.210427, 0.140514, 0.649059
0.469565, 0.018362, 0.139230,                     0.842408, 0.176186, 0.145504, 0.678310
0.464183, 0.025960, 0.137868,                     0.836172, 0.157339, 0.149767, 0.692894
0.458924, 0.027959, 0.139892,                     0.832149, 0.159430, 0.152087, 0.688483
0.453782, 0.021804, 0.143411,                     0.834786, 0.171541, 0.152782, 0.675677
0.448753, 0.011258, 0.144062,                     0.844680, 0.171721, 0.152546, 0.675733
0.443836, 0.006907, 0.136679,                     0.856415, 0.141719, 0.150160, 0.708121
0.439024, 0.016590, 0.120478,                     0.862932, 0.090381, 0.141539, 0.768080
0.434316, 0.034756, 0.100614,                     0.864630, 0.064063, 0.123621, 0.812316
0.429708, 0.047933, 0.082512,                     0.869555, 0.082740, 0.101064, 0.816196
0.425197, 0.046338, 0.067950,                     0.885712, 0.111409, 0.081831, 0.806760
0.420779, 0.029707, 0.055917,                     0.914376, 0.116057, 0.069143, 0.814800
0.416452, 0.010154, 0.044709,                     0.945137, 0.096652, 0.062239, 0.841109
0.412214, 0.007340, 0.033731,                     0.958929, 0.070375, 0.057907, 0.871718
0.408060, 0.030415, 0.023970,                     0.945615, 0.067685, 0.052054, 0.880261
0.403990, 0.069352, 0.016501,                     0.914147, 0.117224, 0.042814, 0.839963
0.400000, 0.108330, 0.011372,                     0.880298, 0.201722, 0.032692, 0.765586
