Wavelength (μm), R (B), T (B), A (B), R (C), T (C), A (C)
0.443836, 0.007346, 0.169230,                     0.823424, 0.022817, 0.212178, 0.765005
0.439024, 0.025718, 0.147659,                     0.826623, 0.013043, 0.187558, 0.799399
0.434316, 0.049241, 0.122666,                     0.828093, 0.056930, 0.152109, 0.790961
0.429708, 0.060828, 0.100974,                     0.838198, 0.113353, 0.119873, 0.766773
0.425197, 0.051583, 0.083928,                     0.864489, 0.136518, 0.096343, 0.767138
0.420779, 0.026102, 0.069413,                     0.904485, 0.111792, 0.079036, 0.809171
0.416452, 0.005784, 0.054796,                     0.939420, 0.073138, 0.062735, 0.864127
0.412214, 0.017115, 0.039770,                     0.943115, 0.097122, 0.044732, 0.858146
0.408060, 0.062663, 0.026667,                     0.910670, 0.210782, 0.028258, 0.760960
0.403990, 0.120200, 0.017260,                     0.862540, 0.354554, 0.016899, 0.628546
0.400000, 0.169389, 0.011296,                     0.819316, 0.474377, 0.010305, 0.515318
