Wavelength (μm), R (B), T (B), A (B), R (C), T (C), A (C)
18.000000, 0.626799, 0.000000,                     0.373201, 0.721016, 0.000000, 0.278984
12.461538, 0.605155, 0.000000,                     0.394845, 0.561417, 0.000001, 0.438582
9.529412, 0.474563, 0.000000,                     0.525437, 0.464917, 0.000001, 0.535083
7.714286, 0.554832, 0.000000,                     0.445168, 0.253950, 0.000001, 0.746050
6.480000, 0.581404, 0.000000,                     0.418596, 0.062196, 0.000000, 0.937804
5.586207, 0.615905, 0.000000,                     0.384095, 0.034763, 0.000000, 0.965237
4.909091, 0.603843, 0.000000,                     0.396157, 0.078703, 0.000000, 0.921296
4.378378, 0.564872, 0.000000,                     0.435128, 0.146068, 0.000000, 0.853932
3.951220, 0.520036, 0.000000,                     0.479964, 0.198748, 0.000000, 0.801251
3.600000, 0.474098, 0.000000,                     0.525902, 0.239245, 0.000000, 0.760755
3.306122, 0.434285, 0.000000,                     0.565715, 0.252167, 0.000000, 0.747833
3.056604, 0.445115, 0.000000,                     0.554885, 0.229575, 0.000000, 0.770425
2.842105, 0.455081, 0.000000,                     0.544919, 0.174291, 0.000000, 0.825709
2.655738, 0.468948, 0.000000,                     0.531052, 0.104539, 0.000000, 0.895460
2.492308, 0.483710, 0.000000,                     0.516290, 0.068695, 0.000000, 0.931305
2.347826, 0.496614, 0.000000,                     0.503386, 0.120195, 0.000000, 0.879805
2.219178, 0.506186, 0.000000,                     0.493814, 0.249479, 0.000000, 0.750521
2.103896, 0.511785, 0.000000,                     0.488215, 0.390450, 0.000000, 0.609550
2.000000, 0.513078, 0.000000,                     0.486922, 0.496391, 0.000000, 0.503609
1.905882, 0.509745, 0.000000,                     0.490255, 0.557284, 0.000000, 0.442715
1.820225, 0.501308, 0.000000,                     0.498692, 0.577199, 0.000000, 0.422801
1.741935, 0.487089, 0.000000,                     0.512910, 0.559931, 0.000001, 0.440069
1.670103, 0.466263, 0.000000,                     0.533736, 0.506602, 0.000001, 0.493398
1.603960, 0.438096, 0.000000,                     0.561904, 0.420557, 0.000001, 0.579442
1.542857, 0.402456, 0.000001,                     0.597543, 0.318743, 0.000001, 0.681255
1.486239, 0.360674, 0.000001,                     0.639325, 0.238991, 0.000002, 0.761007
1.433628, 0.316503, 0.000002,                     0.683496, 0.217662, 0.000003, 0.782336
1.384615, 0.276212, 0.000002,                     0.723786, 0.253805, 0.000003, 0.746192
1.338843, 0.246815, 0.000003,                     0.753181, 0.316984, 0.000003, 0.683012
1.296000, 0.232896, 0.000004,                     0.767099, 0.379891, 0.000004, 0.620105
1.255814, 0.234472, 0.000006,                     0.765522, 0.429543, 0.000005, 0.570452
1.218045, 0.247715, 0.000007,                     0.752278, 0.462059, 0.000006, 0.537934
1.182482, 0.267409, 0.000010,                     0.732581, 0.476536, 0.000008, 0.523456
1.148936, 0.288973, 0.000012,                     0.711015, 0.471805, 0.000012, 0.528183
1.117241, 0.309212, 0.000016,                     0.690772, 0.445103, 0.000017, 0.554880
1.087248, 0.326167, 0.000022,                     0.673811, 0.392013, 0.000026, 0.607961
1.058824, 0.338640, 0.000029,                     0.661331, 0.308827, 0.000042, 0.691130
1.031847, 0.345770, 0.000040,                     0.654190, 0.201248, 0.000071, 0.798681
1.006211, 0.346769, 0.000057,                     0.653174, 0.100614, 0.000116, 0.899271
0.981818, 0.340744, 0.000085,                     0.659171, 0.063042, 0.000174, 0.936784
0.958580, 0.326690, 0.000132,                     0.673178, 0.116629, 0.000237, 0.883135
0.936416, 0.303726, 0.000214,                     0.696060, 0.225708, 0.000301, 0.773991
0.915254, 0.271688, 0.000359,                     0.727953, 0.339463, 0.000380, 0.660157
0.895028, 0.232204, 0.000621,                     0.767175, 0.432961, 0.000500, 0.566539
0.875676, 0.189916, 0.001094,                     0.808989, 0.502043, 0.000704, 0.497253
0.857143, 0.152575, 0.001947,                     0.845478, 0.549605, 0.001071, 0.449324
0.839378, 0.128502, 0.003479,                     0.868019, 0.578751, 0.001783, 0.419466
0.822335, 0.122152, 0.006283,                     0.871565, 0.590368, 0.003291, 0.406341
0.805970, 0.131365, 0.011654,                     0.856981, 0.581517, 0.006835, 0.411648
0.790244, 0.148201, 0.022641,                     0.829158, 0.542346, 0.016160, 0.441494
0.775120, 0.160220, 0.046585,                     0.793195, 0.449959, 0.043207, 0.506833
0.760563, 0.148963, 0.098359,                     0.752678, 0.276391, 0.119239, 0.604370
0.746544, 0.100029, 0.184977,                     0.714994, 0.106697, 0.249645, 0.643657
0.733032, 0.050569, 0.253585,                     0.695847, 0.088271, 0.321209, 0.590520
0.720000, 0.041286, 0.264786,                     0.693928, 0.092897, 0.332081, 0.575023
0.707424, 0.045697, 0.257697,                     0.696606, 0.066385, 0.334836, 0.598779
0.695279, 0.043411, 0.256179,                     0.700410, 0.042323, 0.337221, 0.620456
0.683544, 0.035252, 0.259972,                     0.704776, 0.035241, 0.337804, 0.626955
0.672199, 0.028551, 0.262731,                     0.708718, 0.034561, 0.337270, 0.628169
0.661224, 0.027246, 0.260723,                     0.712031, 0.030869, 0.334980, 0.634152
0.650602, 0.028873, 0.255192,                     0.715934, 0.027667, 0.328453, 0.643881
0.640316, 0.029020, 0.249381,                     0.721599, 0.032434, 0.317280, 0.650285
0.630350, 0.026550, 0.245010,                     0.728439, 0.044401, 0.305057, 0.650542
0.620690, 0.024683, 0.241438,                     0.733880, 0.055341, 0.296119, 0.648540
0.611321, 0.028295, 0.236833,                     0.734872, 0.059576, 0.291442, 0.648982
0.602230, 0.039580, 0.229978,                     0.730442, 0.061714, 0.287222, 0.651063
0.593407, 0.055554, 0.221353,                     0.723093, 0.075920, 0.276977, 0.647103
0.584838, 0.069822, 0.212653,                     0.717525, 0.113312, 0.257291, 0.629397
0.576512, 0.076593, 0.205514,                     0.717893, 0.168652, 0.231898, 0.599450
0.568421, 0.073601, 0.200648,                     0.725751, 0.225036, 0.208013, 0.566951
0.560554, 0.062831, 0.197704,                     0.739465, 0.268279, 0.190510, 0.541211
0.552901, 0.049461, 0.195731,                     0.754808, 0.292971, 0.180537, 0.526491
0.545455, 0.039307, 0.193869,                     0.766824, 0.301412, 0.176748, 0.521839
0.538206, 0.035652, 0.191855,                     0.772494, 0.301782, 0.176372, 0.521846
0.531148, 0.037431, 0.190012,                     0.772557, 0.304947, 0.176126, 0.518927
0.524272, 0.040181, 0.188705,                     0.771114, 0.317630, 0.173805, 0.508564
0.517572, 0.039017, 0.187675,                     0.773309, 0.336341, 0.169530, 0.494128
0.511041, 0.031856, 0.185719,                     0.782425, 0.349292, 0.165226, 0.485482
0.504673, 0.021199, 0.181157,                     0.797644, 0.344393, 0.162758, 0.492850
0.498462, 0.012827, 0.173105,                     0.814067, 0.316271, 0.162579, 0.521151
0.492401, 0.011396, 0.162537,                     0.826067, 0.270290, 0.163505, 0.566205
0.486486, 0.016761, 0.151874,                     0.831364, 0.222334, 0.163542, 0.614124
0.480712, 0.024535, 0.143562,                     0.831902, 0.189982, 0.161634, 0.648383
0.475073, 0.029284, 0.139050,                     0.831667, 0.178471, 0.158859, 0.662669
0.469565, 0.027359, 0.138502,                     0.834140, 0.176256, 0.157737, 0.666007
0.464183, 0.018895, 0.140710,                     0.840395, 0.164265, 0.160403, 0.675332
0.458924, 0.009099, 0.142998,                     0.847903, 0.128868, 0.166813, 0.704318
0.453782, 0.006474, 0.141926,                     0.851600, 0.074393, 0.173238, 0.752369
0.448753, 0.015567, 0.135527,                     0.848906, 0.029580, 0.172788, 0.797632
0.443836, 0.030540, 0.124960,                     0.844500, 0.024318, 0.161392, 0.814290
0.439024, 0.039242, 0.112862,                     0.847896, 0.050001, 0.142944, 0.807055
0.434316, 0.033772, 0.100480,                     0.865748, 0.069239, 0.123780, 0.806981
0.429708, 0.018781, 0.086853,                     0.894366, 0.061070, 0.105504, 0.833425
0.425197, 0.012403, 0.070627,                     0.916970, 0.049371, 0.085433, 0.865196
0.420779, 0.031059, 0.052928,                     0.916012, 0.087129, 0.062655, 0.850216
0.416452, 0.069795, 0.037102,                     0.893103, 0.185182, 0.041662, 0.773156
0.412214, 0.108937, 0.025302,                     0.865761, 0.296874, 0.026584, 0.676543
0.408060, 0.133245, 0.017396,                     0.849359, 0.380651, 0.017275, 0.602074
0.403990, 0.137318, 0.012291,                     0.850391, 0.422654, 0.011804, 0.565542
0.400000, 0.122538, 0.008962,                     0.868500, 0.423972, 0.008540, 0.567488
