Wavelength (μm), R (B), T (B), A (B), R (C), T (C), A (C)
0.464183, 0.014060, 0.784841,                     0.201099, 0.014060, 0.784841, 0.201099
0.458924, 0.009556, 0.784764,                     0.205679, 0.009556, 0.784764, 0.205679
0.453782, 0.020363, 0.763489,                     0.216148, 0.020363, 0.763489, 0.216148
0.448753, 0.044733, 0.729786,                     0.225482, 0.044733, 0.729786, 0.225482
0.443836, 0.077699, 0.696361,                     0.225940, 0.077699, 0.696361, 0.225940
0.439024, 0.111794, 0.673760,                     0.214446, 0.111794, 0.673760, 0.214446
0.434316, 0.137300, 0.667803,                     0.194897, 0.137300, 0.667803, 0.194897
0.429708, 0.142739, 0.679215,                     0.178046, 0.142739, 0.679215, 0.178046
0.425197, 0.118422, 0.702629,                     0.178949, 0.118422, 0.702629, 0.178949
0.420779, 0.066558, 0.724443,                     0.208999, 0.066558, 0.724443, 0.208999
0.416452, 0.013880, 0.725070,                     0.261050, 0.013880, 0.725070, 0.261050
0.412214, 0.004389, 0.692085,                     0.303526, 0.004389, 0.692085, 0.303526
0.408060, 0.060264, 0.632977,                     0.306760, 0.060264, 0.632977, 0.306760
0.403990, 0.154302, 0.565888,                     0.279810, 0.154302, 0.565888, 0.279810
0.400000, 0.225873, 0.497254,                     0.276873, 0.225873, 0.497254, 0.276873
