Wavelength (μm), R (B), T (B), A (B), R (C), T (C), A (C)
0.775120, 0.008023, 0.389886,                     0.602090, 0.007723, 0.251914, 0.740363
0.760563, 0.012762, 0.379041,                     0.608197, 0.007722, 0.249073, 0.743205
0.746544, 0.018065, 0.368376,                     0.613559, 0.007909, 0.245922, 0.746169
0.733032, 0.023575, 0.358135,                     0.618290, 0.008270, 0.242478, 0.749252
0.720000, 0.028955, 0.348490,                     0.622555, 0.008784, 0.238769, 0.752448
0.707424, 0.033917, 0.339485,                     0.626597, 0.009425, 0.234831, 0.755743
0.695279, 0.038264, 0.330976,                     0.630759, 0.010166, 0.230709, 0.759125
0.683544, 0.041920, 0.322831,                     0.635249, 0.010972, 0.226450, 0.762578
0.672199, 0.044765, 0.315395,                     0.639839, 0.011809, 0.222101, 0.766090
0.661224, 0.046616, 0.309082,                     0.644302, 0.012639, 0.217712, 0.769648
0.650602, 0.047413, 0.303836,                     0.648751, 0.013427, 0.213329, 0.773245
0.640316, 0.047191, 0.299401,                     0.653408, 0.014134, 0.208995, 0.776870
0.630350, 0.046031, 0.295552,                     0.658417, 0.014728, 0.204754, 0.780518
0.620690, 0.044052, 0.292100,                     0.663848, 0.015175, 0.200641, 0.784184
0.611321, 0.041414, 0.288878,                     0.669709, 0.015448, 0.196685, 0.787867
0.602230, 0.038312, 0.285740,                     0.675948, 0.015527, 0.192897, 0.791575
0.593407, 0.034975, 0.282576,                     0.682449, 0.015404, 0.189272, 0.795324
0.584838, 0.031628, 0.279320,                     0.689052, 0.015084, 0.185781, 0.799135
0.576512, 0.028472, 0.275959,                     0.695570, 0.014588, 0.182382, 0.803030
0.568421, 0.025680, 0.272503,                     0.701817, 0.013957, 0.179017, 0.807026
0.560554, 0.023411, 0.268932,                     0.707657, 0.013256, 0.175623, 0.811121
0.552901, 0.021787, 0.265193,                     0.713020, 0.012579, 0.172141, 0.815280
0.545455, 0.020867, 0.261233,                     0.717900, 0.012040, 0.168546, 0.819415
0.538206, 0.020628, 0.256999,                     0.722374, 0.011756, 0.164900, 0.823344
0.531148, 0.020945, 0.252431,                     0.726624, 0.011871, 0.161468, 0.826661
0.524272, 0.021602, 0.247571,                     0.730827, 0.012512, 0.158797, 0.828691
0.517572, 0.022364, 0.242622,                     0.735014, 0.013110, 0.156855, 0.830035
0.511041, 0.023331, 0.238025,                     0.738644, 0.013853, 0.155259, 0.830887
0.504673, 0.024671, 0.233605,                     0.741724, 0.014576, 0.153243, 0.832182
0.498462, 0.027029, 0.231264,                     0.741706, 0.016805, 0.150626, 0.832569
0.492401, 0.028531, 0.228155,                     0.743315, 0.018881, 0.147590, 0.833529
0.486486, 0.029579, 0.225004,                     0.745417, 0.021406, 0.144421, 0.834174
0.480712, 0.030148, 0.222041,                     0.747811, 0.024571, 0.141163, 0.834267
0.475073, 0.030198, 0.219302,                     0.750499, 0.028425, 0.137843, 0.833732
0.469565, 0.029721, 0.216769,                     0.753510, 0.032975, 0.134485, 0.832539
0.464183, 0.028749, 0.214401,                     0.756850, 0.038200, 0.131115, 0.830685
0.458924, 0.027360, 0.212142,                     0.760499, 0.044056, 0.127757, 0.828187
0.453782, 0.025674, 0.209927,                     0.764399, 0.050485, 0.124435, 0.825080
0.448753, 0.023851, 0.207689,                     0.768461, 0.057409, 0.121174, 0.821417
0.443836, 0.022080, 0.205357,                     0.772563, 0.064745, 0.117996, 0.817259
0.439024, 0.020570, 0.202870,                     0.776560, 0.072398, 0.114922, 0.812680
0.434316, 0.019533, 0.200178,                     0.780288, 0.080272, 0.111970, 0.807759
0.429708, 0.019169, 0.197250,                     0.783581, 0.088270, 0.109152, 0.802578
0.425197, 0.019648, 0.194070,                     0.786282, 0.096299, 0.106480, 0.797221
0.420779, 0.021100, 0.190644,                     0.788256, 0.104270, 0.103960, 0.791770
0.416452, 0.023602, 0.186993,                     0.789405, 0.112101, 0.101595, 0.786304
0.412214, 0.027169, 0.183159,                     0.789672, 0.119719, 0.099386, 0.780895
0.408060, 0.031755, 0.179193,                     0.789052, 0.127063, 0.097328, 0.775609
0.403990, 0.037257, 0.175159,                     0.787584, 0.134082, 0.095417, 0.770501
0.400000, 0.043521, 0.171124,                     0.785356, 0.140739, 0.093643, 0.765618
