Wavelength (μm), R (B), T (B), A (B), R (C), T (C), A (C)
0.936416, 0.066979, 0.578793,                     0.354228, 0.101708, 0.547911, 0.350381
0.915254, 0.061207, 0.573900,                     0.364893, 0.091368, 0.546933, 0.361699
0.895028, 0.055095, 0.569285,                     0.375619, 0.081188, 0.545307, 0.373505
0.875676, 0.048812, 0.564776,                     0.386413, 0.071303, 0.543035, 0.385662
0.857143, 0.042534, 0.560193,                     0.397273, 0.061855, 0.540084, 0.398061
0.839378, 0.036442, 0.555361,                     0.408197, 0.052987, 0.536394, 0.410618
0.822335, 0.030709, 0.550121,                     0.419169, 0.044838, 0.531893, 0.423269
0.805970, 0.025494, 0.544336,                     0.430170, 0.037529, 0.526513, 0.435958
0.790244, 0.020929, 0.537898,                     0.441173, 0.031161, 0.520200, 0.448639
0.775120, 0.017116, 0.530744,                     0.452140, 0.025805, 0.512928, 0.461267
0.760563, 0.014118, 0.522849,                     0.463032, 0.021492, 0.504709, 0.473800
0.746544, 0.011957, 0.514235,                     0.473807, 0.018215, 0.495592, 0.486194
0.733032, 0.010613, 0.504962,                     0.484424, 0.015926, 0.485666, 0.498409
0.720000, 0.010028, 0.495125,                     0.494847, 0.014540, 0.475053, 0.510407
0.707424, 0.010109, 0.484846,                     0.505045, 0.013941, 0.463902, 0.522157
0.695279, 0.010740, 0.474262,                     0.514998, 0.013991, 0.452375, 0.533634
0.683544, 0.011788, 0.463515,                     0.524697, 0.014538, 0.440639, 0.544823
0.672199, 0.013112, 0.452748,                     0.534141, 0.015427, 0.428857, 0.555717
0.661224, 0.014570, 0.442092,                     0.543338, 0.016503, 0.417178, 0.566318
0.650602, 0.016029, 0.431670,                     0.552301, 0.017626, 0.405739, 0.576635
0.640316, 0.017363, 0.421591,                     0.561046, 0.018666, 0.394657, 0.586677
0.630350, 0.018461, 0.411951,                     0.569588, 0.019510, 0.384032, 0.596458
0.620690, 0.019228, 0.402820,                     0.577952, 0.020064, 0.373939, 0.605997
0.611321, 0.019592, 0.394233,                     0.586175, 0.020259, 0.364412, 0.615329
0.602230, 0.019508, 0.386166,                     0.594326, 0.020051, 0.355437, 0.624512
0.593407, 0.018967, 0.378535,                     0.602497, 0.019433, 0.346940, 0.633627
0.584838, 0.018001, 0.371193,                     0.610806, 0.018434, 0.338796, 0.642770
0.576512, 0.016680, 0.363934,                     0.619386, 0.017123, 0.330835, 0.652042
0.568421, 0.015129, 0.356484,                     0.628387, 0.015613, 0.322842, 0.661545
0.560554, 0.013548, 0.348489,                     0.637963, 0.014082, 0.314565, 0.671353
0.552901, 0.012286, 0.339549,                     0.648165, 0.012815, 0.305783, 0.681402
0.545455, 0.011981, 0.329757,                     0.658262, 0.012253, 0.296683, 0.691064
0.538206, 0.013312, 0.323146,                     0.663542, 0.012768, 0.289387, 0.697845
0.531148, 0.014001, 0.329601,                     0.656398, 0.013448, 0.288572, 0.697980
0.524272, 0.012151, 0.333786,                     0.654063, 0.012866, 0.289566, 0.697568
0.517572, 0.010538, 0.328572,                     0.660891, 0.011781, 0.285589, 0.702631
0.511041, 0.011044, 0.319843,                     0.669113, 0.012098, 0.278392, 0.709510
0.504673, 0.012828, 0.309876,                     0.677296, 0.013494, 0.269757, 0.716750
0.498462, 0.017756, 0.300815,                     0.681429, 0.017434, 0.261397, 0.721168
0.492401, 0.022013, 0.293712,                     0.684276, 0.021131, 0.254341, 0.724528
0.486486, 0.027160, 0.286225,                     0.686615, 0.025642, 0.247093, 0.727265
0.480712, 0.033494, 0.278554,                     0.687952, 0.031185, 0.239778, 0.729037
0.475073, 0.041046, 0.270773,                     0.688181, 0.037769, 0.232455, 0.729777
0.469565, 0.049761, 0.262948,                     0.687291, 0.045333, 0.225175, 0.729493
0.464183, 0.059524, 0.255148,                     0.685328, 0.053771, 0.217994, 0.728235
0.458924, 0.070179, 0.247449,                     0.682372, 0.062945, 0.210969, 0.726085
0.453782, 0.081544, 0.239926,                     0.678531, 0.072700, 0.204155, 0.723145
0.448753, 0.093418, 0.232651,                     0.673931, 0.082866, 0.197602, 0.719532
0.443836, 0.105600, 0.225688,                     0.668712, 0.093274, 0.191353, 0.715373
0.439024, 0.117890, 0.219093,                     0.663016, 0.103758, 0.185443, 0.710800
0.434316, 0.130101, 0.212907,                     0.656992, 0.114160, 0.179896, 0.705945
0.429708, 0.142058, 0.207159,                     0.650784, 0.124334, 0.174727, 0.700939
0.425197, 0.153602, 0.201864,                     0.644534, 0.134151, 0.169942, 0.695907
0.420779, 0.164593, 0.197030,                     0.638377, 0.143492, 0.165540, 0.690968
0.416452, 0.174907, 0.192650,                     0.632443, 0.152259, 0.161510, 0.686231
0.412214, 0.184437, 0.188710,                     0.626853, 0.160366, 0.157836, 0.681798
0.408060, 0.193094, 0.185188,                     0.621718, 0.167747, 0.154497, 0.677755
0.403990, 0.200809, 0.182054,                     0.617137, 0.174355, 0.151466, 0.674179
0.400000, 0.207535, 0.179266,                     0.613198, 0.180164, 0.148711, 0.671126
