Wavelength (μm), R (B), T (B), A (B), R (C), T (C), A (C)
1.006211, 0.045937, 0.458815,                     0.495249, 0.020959, 0.587711, 0.391330
0.981818, 0.039941, 0.457168,                     0.502892, 0.034120, 0.567167, 0.398713
0.958580, 0.033194, 0.455549,                     0.511257, 0.054531, 0.542415, 0.403054
0.936416, 0.026119, 0.453598,                     0.520284, 0.080874, 0.514539, 0.404587
0.915254, 0.019175, 0.450971,                     0.529854, 0.111471, 0.483829, 0.404700
0.895028, 0.012827, 0.447376,                     0.539797, 0.144354, 0.446738, 0.408909
0.875676, 0.007504, 0.442593,                     0.549903, 0.175028, 0.385893, 0.439079
0.857143, 0.003555, 0.436508,                     0.559937, 0.175974, 0.323286, 0.500740
0.839378, 0.001217, 0.429116,                     0.569667, 0.171885, 0.342131, 0.485984
0.822335, 0.000593, 0.420525,                     0.578882, 0.193582, 0.352702, 0.453716
0.805970, 0.001644, 0.410937,                     0.587419, 0.212819, 0.351667, 0.435514
0.790244, 0.004208, 0.400622,                     0.595169, 0.225760, 0.348367, 0.425874
0.775120, 0.008023, 0.389886,                     0.602090, 0.232456, 0.345883, 0.421661
0.760563, 0.012762, 0.379041,                     0.608197, 0.233087, 0.345105, 0.421808
0.746544, 0.018065, 0.368376,                     0.613559, 0.227706, 0.346057, 0.426236
0.733032, 0.023575, 0.358135,                     0.618290, 0.216237, 0.348173, 0.435590
0.720000, 0.028955, 0.348490,                     0.622555, 0.198337, 0.350153, 0.451510
0.707424, 0.033917, 0.339485,                     0.626597, 0.172904, 0.349706, 0.477390
0.695279, 0.038264, 0.330976,                     0.630759, 0.137905, 0.345021, 0.517073
0.683544, 0.041920, 0.322831,                     0.635249, 0.097139, 0.341609, 0.561253
0.672199, 0.044765, 0.315395,                     0.639839, 0.066258, 0.344608, 0.589134
0.661224, 0.046616, 0.309082,                     0.644302, 0.047895, 0.344793, 0.607312
0.650602, 0.047413, 0.303836,                     0.648751, 0.035693, 0.340027, 0.624280
0.640316, 0.047191, 0.299401,                     0.653408, 0.026329, 0.330586, 0.643085
0.630350, 0.046031, 0.295552,                     0.658417, 0.018989, 0.325957, 0.655053
0.620690, 0.044052, 0.292100,                     0.663848, 0.016710, 0.321586, 0.661704
0.611321, 0.041414, 0.288878,                     0.669709, 0.021117, 0.314317, 0.664566
0.602230, 0.038312, 0.285740,                     0.675948, 0.032434, 0.303403, 0.664162
0.593407, 0.034975, 0.282576,                     0.682449, 0.049771, 0.289175, 0.661054
0.584838, 0.031628, 0.279320,                     0.689052, 0.071674, 0.272469, 0.655857
0.576512, 0.028472, 0.275959,                     0.695570, 0.096425, 0.254612, 0.648963
0.568421, 0.025680, 0.272503,                     0.701817, 0.121762, 0.237931, 0.640307
0.560554, 0.023411, 0.268932,                     0.707657, 0.144404, 0.226050, 0.629545
0.552901, 0.021787, 0.265193,                     0.713020, 0.161516, 0.221508, 0.616976
0.545455, 0.020867, 0.261233,                     0.717900, 0.174135, 0.221990, 0.603875
0.538206, 0.020628, 0.256999,                     0.722374, 0.185978, 0.223132, 0.590890
0.531148, 0.020945, 0.252431,                     0.726624, 0.198031, 0.222838, 0.579131
0.524272, 0.021602, 0.247571,                     0.730827, 0.208740, 0.220380, 0.570880
0.517572, 0.022364, 0.242622,                     0.735014, 0.217003, 0.215371, 0.567626
0.511041, 0.023331, 0.238025,                     0.738644, 0.218727, 0.205688, 0.575584
0.504673, 0.024671, 0.233605,                     0.741724, 0.200003, 0.194955, 0.605042
0.498462, 0.027029, 0.231264,                     0.741706, 0.176150, 0.215076, 0.608774
0.492401, 0.028531, 0.228155,                     0.743315, 0.179984, 0.214291, 0.605725
0.486486, 0.029579, 0.225004,                     0.745417, 0.183150, 0.216954, 0.599896
0.480712, 0.030148, 0.222041,                     0.747811, 0.182944, 0.219838, 0.597218
0.475073, 0.030198, 0.219302,                     0.750499, 0.180136, 0.222235, 0.597629
0.469565, 0.029721, 0.216769,                     0.753510, 0.175368, 0.224298, 0.600334
0.464183, 0.028749, 0.214401,                     0.756850, 0.169162, 0.226025, 0.604813
0.458924, 0.027360, 0.212142,                     0.760499, 0.161817, 0.227535, 0.610648
0.453782, 0.025674, 0.209927,                     0.764399, 0.153514, 0.229015, 0.617472
0.448753, 0.023851, 0.207689,                     0.768461, 0.144160, 0.230323, 0.625517
0.443836, 0.022080, 0.205357,                     0.772563, 0.133100, 0.231328, 0.635572
0.439024, 0.020570, 0.202870,                     0.776560, 0.120023, 0.231080, 0.648897
0.434316, 0.019533, 0.200178,                     0.780288, 0.109789, 0.227389, 0.662821
0.429708, 0.019169, 0.197250,                     0.783581, 0.102920, 0.220223, 0.676858
0.425197, 0.019648, 0.194070,                     0.786282, 0.096243, 0.210814, 0.692943
0.420779, 0.021100, 0.190644,                     0.788256, 0.087644, 0.202677, 0.709679
0.416452, 0.023602, 0.186993,                     0.789405, 0.086471, 0.196244, 0.717286
0.412214, 0.027169, 0.183159,                     0.789672, 0.096037, 0.191057, 0.712906
0.408060, 0.031755, 0.179193,                     0.789052, 0.112472, 0.185984, 0.701544
0.403990, 0.037257, 0.175159,                     0.787584, 0.133378, 0.180519, 0.686103
0.400000, 0.043521, 0.171124,                     0.785356, 0.158512, 0.174993, 0.666495
