6.0011,0.40889,0.17403
6.029,0.37594,0.20664
6.0571,0.34613,0.2453
6.0856,0.32155,0.28882
6.1143,0.30333,0.33505
6.1433,0.29129,0.38185
6.1725,0.28452,0.42778
6.202,0.28197,0.47209
6.2319,0.28274,0.51453
6.262,0.28614,0.55504
6.2924,0.29169,0.59369
6.3231,0.29901,0.63056
6.3541,0.30783,0.66574
6.3854,0.31794,0.69932
6.417,0.32918,0.73135
6.4489,0.34141,0.7619
6.4811,0.35451,0.791
6.5137,0.36838,0.81868
6.5466,0.38291,0.84497
6.5798,0.39801,0.86987
6.6134,0.4136,0.89341
6.6473,0.42958,0.91559
6.6816,0.44586,0.93643
6.7162,0.46234,0.95592
6.7512,0.47894,0.97409
6.7865,0.49554,0.99094
6.8223,0.51206,1.0065
6.8583,0.52838,1.02079
6.8948,0.54441,1.03385
6.9317,0.56004,1.0457
6.969,0.57516,1.05641
7.0066,0.58966,1.06602
7.0447,0.60344,1.0746
7.0832,0.61639,1.08223
7.1221,0.62841,1.089
7.1615,0.63939,1.09502
7.2013,0.64925,1.10038
7.2415,0.65789,1.10523
7.2822,0.66523,1.10971
7.3233,0.6712,1.11397
7.3649,0.67575,1.11819
7.407,0.67883,1.12256
7.4496,0.68041,1.12729
7.4926,0.6805,1.13259
7.5362,0.67913,1.1387
7.5803,0.67634,1.14586
7.6249,0.67224,1.15432
7.67,0.66696,1.16433
7.7156,0.66069,1.17616
7.7618,0.65364,1.19002
7.8086,0.64611,1.20615
7.8559,0.63842,1.22472
7.9038,0.63097,1.24587
7.9523,0.62418,1.26967
8.0014,0.61852,1.29613
8.0511,0.61449,1.32516
8.1014,0.61259,1.35658
8.1524,0.61333,1.3901
8.204,0.6172,1.4253
8.2562,0.62463,1.46162
8.3091,0.63596,1.49835
8.3628,0.65141,1.5346
8.4171,0.67095,1.5693
8.4721,0.69421,1.60125
8.5278,0.72039,1.62917
8.5843,0.748,1.65188
8.6415,0.77484,1.66857
8.6995,0.79792,1.67923
8.7583,0.81363,1.68527
8.8179,0.81832,1.69007
8.8783,0.80932,1.69958
8.9395,0.78657,1.72232
9.0016,0.75484,1.76831
9.0645,0.72534,1.84594
9.1284,0.71485,1.95756
9.1931,0.74125,2.09613
9.2588,0.81802,2.24602
9.3254,0.95084,2.38665
9.393,1.13673,2.49633
9.4615,1.36459,2.55546
9.5311,1.6166,2.54937
9.6017,1.87018,2.47044
9.6733,2.10103,2.31963
9.7461,2.28655,2.10654
9.8199,2.4091,1.84803
9.8949,2.45827,1.56572
9.971,2.43195,1.2826
10.048,2.33567,1.01956
10.127,2.18062,0.79302
10.207,1.98081,0.61347
10.288,1.74988,0.48575
10.37,1.49847,0.4111
10.453,1.23264,0.39135
10.538,0.95648,0.43682
10.625,0.6931,0.57344
10.713,0.51225,0.79025
10.802,0.42749,1.00697
10.893,0.39388,1.19329
10.985,0.38551,1.35382
11.079,0.3919,1.49575
11.174,0.40857,1.62409
11.272,0.4334,1.74201
11.37,0.4653,1.85148
11.471,0.50365,1.95374
11.573,0.54803,2.04953
11.678,0.59817,2.13921
11.784,0.65378,2.22293
11.892,0.71462,2.30068
12.002,0.78039,2.37232
12.114,0.85075,2.43759
12.229,0.9253,2.49625
12.345,1.00358,2.54798
12.464,1.08506,2.59246
12.585,1.16915,2.62941
12.708,1.25521,2.65854
12.834,1.34249,2.67965
12.962,1.43024,2.69255
13.093,1.51764,2.69718
13.227,1.60383,2.69349
13.363,1.68792,2.68158
13.502,1.76904,2.6616
13.645,1.84627,2.63381
13.79,1.91871,2.59858
13.938,1.98549,2.55637
14.089,2.04576,2.50774
14.244,2.09872,2.45335
14.403,2.14359,2.39397
14.564,2.17968,2.33041
14.73,2.20633,2.26364
14.899,2.22298,2.19467
15.072,2.2291,2.12461
15.25,2.22428,2.05465
15.431,2.20815,1.98611
15.617,2.18044,1.92039
15.808,2.14097,1.85903
16.003,2.08969,1.80377
16.203,2.02668,1.75649
16.408,1.95229,1.71938
16.618,1.86721,1.69491
16.834,1.7727,1.68582
17.056,1.6708,1.69505
17.283,1.56469,1.72543
17.517,1.45878,1.77918
17.757,1.35851,1.85717
18.003,1.26971,1.95835
18.257,1.19748,2.0798
18.518,1.14544,2.21749
18.786,1.11572,2.36717
19.062,1.10939,2.5251
19.347,1.12714,2.68819
19.64,1.16986,2.85392
19.942,1.23906,3.01976
20.254,1.33697,3.18268
20.575,1.46663,3.33849
20.907,1.63143,3.48078
21.25,1.83413,3.59999
21.604,2.07505,3.68263
21.97,2.34874,3.71152
22.349,2.64032,3.66868
22.741,2.92361,3.54195
23.147,3.16517,3.3331
23.568,3.33467,3.06186
24.004,3.41616,2.76017
24.457,3.41133,2.46021
24.927,3.33384,2.18534
