3.0145,1.42180037,0.007655782
3.0357,1.42079284,0.008498936
3.0571,1.41974041,0.009483815
3.0789,1.41864981,0.010640422
3.0936,1.41790759,0.011524747
3.1159,1.41678706,0.013052749
3.1386,1.41568761,0.014867203
3.1538,1.41499111,0.016263626
3.177,1.41405709,0.018683019
3.1927,1.41355475,0.020537289
3.2164,1.41309185,0.023714094
3.2325,1.41306242,0.026101458
3.2569,1.41362113,0.030052373
3.2733,1.41451938,0.032869559
3.2983,1.41686535,0.037156622
3.3152,1.41918348,0.03985739
3.3322,1.42211892,0.042226731
3.3581,1.42751945,0.044735777
3.3756,1.43155204,0.045472853
3.3933,1.43566531,0.045357794
3.4111,1.43960906,0.04440625
3.4383,1.44474382,0.041660898
3.4566,1.44744867,0.039210141
3.4751,1.44952145,0.036488535
3.4939,1.4509856,0.033666808
3.5128,1.45190496,0.030877906
3.532,1.45236279,0.028214195
3.5513,1.45244608,0.025731443
3.5709,1.45223559,0.023457248
3.5907,1.45180112,0.021399737
3.6107,1.4512001,0.019553685
3.6309,1.45047828,0.017906778
3.6513,1.44967109,0.016442618
3.672,1.44880537,0.015143435
3.693,1.44790132,0.013991854
3.7141,1.44697357,0.012971131
3.7355,1.44603289,0.012066216
3.7572,1.44508676,0.011263403
3.7791,1.44414028,0.010550552
3.7901,1.4436681,0.010224556
3.8124,1.44272711,0.009627245
3.835,1.44179199,0.009095923
3.8578,1.44086336,0.008623019
3.8693,1.4404016,0.008406445
3.8926,1.43948278,0.008009297
3.9161,1.43856996,0.007655972
3.9399,1.43766218,0.007341899
3.9519,1.43720993,0.007198365
3.9762,1.4363078,0.006936053
3.9884,1.4358577,0.006816525
4.0131,1.43495837,0.006598914
4.0381,1.43405922,0.006407911
4.0507,1.43360922,0.006321694
4.0762,1.43270752,0.006166665
4.089,1.43225538,0.006097421
4.115,1.43134762,0.005974562
4.1281,1.43089155,0.005920615
4.1546,1.4299741,0.005826992
4.1679,1.42951224,0.005787066
4.1949,1.4285813,0.005720482
4.2085,1.42811171,0.005693648
4.236,1.42716329,0.00565256
4.2499,1.42668391,0.005638198
4.278,1.42571372,0.005621657
4.2921,1.42522244,0.005619434
4.3064,1.42472662,0.005621233
4.3352,1.42372046,0.005636918
4.3498,1.42320953,0.005650845
4.3791,1.42217058,0.005691048
4.394,1.4216419,0.005717432
4.4089,1.4211067,0.005748092
4.4391,1.42001541,0.005822581
4.4544,1.41945856,0.005866619
4.4697,1.41889377,0.005915344
4.4852,1.41832074,0.005968887
4.5165,1.41714796,0.006091096
4.5323,1.41654748,0.006160108
4.5482,1.41593691,0.006234676
4.5642,1.41531583,0.006315026
4.5965,1.41404017,0.006494089
4.6129,1.41338443,0.0065934
4.6294,1.41271601,0.00669966
4.646,1.4120344,0.006813222
4.6795,1.41062854,0.007063963
4.6965,1.40990308,0.007202031
4.7136,1.40916142,0.007349285
4.7308,1.40840287,0.007506283
4.7481,1.40762659,0.007673659
4.7655,1.40683176,0.007852093
4.7831,1.40601724,0.008042394
4.8187,1.40432538,0.008461981
4.8367,1.4034457,0.008693254
4.8548,1.40254196,0.008940321
4.873,1.40161297,0.009204406
4.8914,1.40065712,0.009486969
4.91,1.39967303,0.009789533
4.9286,1.39865915,0.010113818
4.9474,1.39761389,0.010461716
4.9664,1.39653525,0.010835446
4.9855,1.3954214,0.011237386
5.0047,1.39427047,0.011670166
5.0241,1.39308001,0.012136928
5.0437,1.39184782,0.012641041
5.0634,1.39057164,0.013186278
5.0832,1.38924851,0.013777159
5.1033,1.3878759,0.014418541
5.1234,1.38645087,0.015116082
5.1438,1.38497062,0.015876089
5.1643,1.38343165,0.016706092
5.1849,1.38183091,0.017614422
5.2057,1.38016538,0.018610615
5.2267,1.37843142,0.019706069
5.2479,1.37662617,0.020913524
5.2692,1.37474712,0.02224769
5.2907,1.37279147,0.023726206
5.3124,1.37075795,0.025368989
5.3343,1.36864648,0.027199199
5.3563,1.36645792,0.029244555
5.3785,1.36419647,0.031536567
5.4009,1.3618696,0.034112195
5.4235,1.35949007,0.037013967
5.4463,1.35707675,0.040292187
5.4693,1.3546591,0.044003226
5.4925,1.35227977,0.048210705
5.5159,1.34999849,0.052986714
5.5394,1.34789984,0.058406963
5.5632,1.34609987,0.064547723
5.5872,1.34475411,0.071481157
5.6114,1.34406789,0.079257859
5.6358,1.34430251,0.087889384
5.6604,1.34577597,0.097316757
5.6852,1.34885156,0.107377283
5.7103,1.3539024,0.117755089
5.7355,1.36124493,0.127950079
5.761,1.37104635,0.137281318
5.7867,1.38320734,0.144934992
5.8127,1.39728059,0.150100564
5.8389,1.4124771,0.152156181
5.8653,1.42777218,0.150837921
5.8919,1.4421185,0.146323883
5.9188,1.45466287,0.139179986
5.946,1.46489078,0.130195024
5.9734,1.47263961,0.120196173
6.0011,1.47803266,0.109901791
