Wavelength (μm), R (B), T (B), A (B), R (C), T (C), A (C)
0.895028, 0.016813, 0.885043,                     0.098144, 0.040311, 0.277486, 0.682204
0.875676, 0.015185, 0.886285,                     0.098529, 0.037293, 0.279269, 0.683438
0.857143, 0.013527, 0.887346,                     0.099127, 0.034455, 0.280878, 0.684666
0.839378, 0.011860, 0.888201,                     0.099939, 0.031822, 0.282517, 0.685661
0.822335, 0.010206, 0.888839,                     0.100955, 0.029359, 0.283984, 0.686657
0.805970, 0.008590, 0.889246,                     0.102164, 0.027077, 0.285509, 0.687414
0.790244, 0.007038, 0.889409,                     0.103553, 0.024958, 0.286862, 0.688180
0.775120, 0.005576, 0.889325,                     0.105099, 0.023003, 0.288293, 0.688704
0.760563, 0.004231, 0.888992,                     0.106777, 0.021206, 0.289555, 0.689240
0.746544, 0.003030, 0.888416,                     0.108554, 0.019557, 0.290906, 0.689536
0.733032, 0.002000, 0.887593,                     0.110407, 0.018062, 0.292093, 0.689845
0.720000, 0.001167, 0.886541,                     0.112292, 0.016703, 0.293377, 0.689920
0.707424, 0.000557, 0.885271,                     0.114172, 0.015492, 0.294500, 0.690008
0.695279, 0.000193, 0.883801,                     0.116006, 0.014406, 0.295723, 0.689870
0.683544, 0.000097, 0.882149,                     0.117754, 0.013463, 0.296792, 0.689745
0.672199, 0.000286, 0.880340,                     0.119374, 0.012634, 0.297959, 0.689407
0.661224, 0.000777, 0.878399,                     0.120824, 0.011941, 0.298980, 0.689079
0.650602, 0.001581, 0.876355,                     0.122064, 0.011352, 0.300095, 0.688553
0.640316, 0.002705, 0.874238,                     0.123057, 0.010892, 0.301072, 0.688037
0.630350, 0.004153, 0.872073,                     0.123774, 0.010524, 0.302136, 0.687340
0.620690, 0.005922, 0.869893,                     0.124185, 0.010277, 0.303072, 0.686651
0.611321, 0.008006, 0.867732,                     0.124263, 0.010112, 0.304087, 0.685801
0.602230, 0.010392, 0.865619,                     0.123990, 0.010058, 0.304984, 0.684958
0.593407, 0.013062, 0.863579,                     0.123359, 0.010075, 0.305951, 0.683974
0.584838, 0.015995, 0.861645,                     0.122361, 0.010192, 0.306811, 0.682997
0.576512, 0.019162, 0.859838,                     0.121000, 0.010369, 0.307728, 0.681903
0.568421, 0.022531, 0.858187,                     0.119281, 0.010633, 0.308551, 0.680816
0.560554, 0.026066, 0.856711,                     0.117224, 0.010945, 0.309421, 0.679634
0.552901, 0.029724, 0.855431,                     0.114845, 0.011331, 0.310209, 0.678460
0.545455, 0.033462, 0.854360,                     0.112177, 0.011753, 0.311031, 0.677216
0.538206, 0.037232, 0.853512,                     0.109257, 0.012235, 0.311782, 0.675983
0.531148, 0.040982, 0.852903,                     0.106115, 0.012739, 0.312557, 0.674704
0.524272, 0.044660, 0.852535,                     0.102804, 0.013289, 0.313275, 0.673436
0.517572, 0.048214, 0.852412,                     0.099374, 0.013848, 0.314003, 0.672149
0.511041, 0.051587, 0.852537,                     0.095876, 0.014439, 0.314687, 0.670875
0.504673, 0.054727, 0.852909,                     0.092364, 0.015026, 0.315371, 0.669603
0.498462, 0.057580, 0.853522,                     0.088897, 0.015629, 0.316022, 0.668349
0.492401, 0.060097, 0.854369,                     0.085534, 0.016219, 0.316664, 0.667118
0.486486, 0.062231, 0.855437,                     0.082333, 0.016810, 0.317284, 0.665906
0.480712, 0.063938, 0.856713,                     0.079349, 0.017377, 0.317885, 0.664737
0.475073, 0.065182, 0.858181,                     0.076637, 0.017933, 0.318478, 0.663589
0.469565, 0.065934, 0.859819,                     0.074246, 0.018456, 0.319042, 0.662502
0.464183, 0.066172, 0.861605,                     0.072222, 0.018957, 0.319609, 0.661434
0.458924, 0.065884, 0.863515,                     0.070601, 0.019418, 0.320139, 0.660444
0.453782, 0.065066, 0.865519,                     0.069415, 0.019847, 0.320681, 0.659473
0.448753, 0.063728, 0.867590,                     0.068682, 0.020230, 0.321181, 0.658590
0.443836, 0.061889, 0.869701,                     0.068410, 0.020573, 0.321700, 0.657727
0.439024, 0.059581, 0.871816,                     0.068604, 0.020866, 0.322173, 0.656960
0.434316, 0.056846, 0.873905,                     0.069249, 0.021115, 0.322674, 0.656211
0.429708, 0.053739, 0.875938,                     0.070324, 0.021312, 0.323125, 0.655563
0.425197, 0.050324, 0.877883,                     0.071792, 0.021460, 0.323609, 0.654931
0.420779, 0.046677, 0.879713,                     0.073610, 0.021559, 0.324040, 0.654401
0.416452, 0.042878, 0.881402,                     0.075720, 0.021608, 0.324509, 0.653883
0.412214, 0.039017, 0.882920,                     0.078062, 0.021611, 0.324924, 0.653465
0.408060, 0.035188, 0.884255,                     0.080558, 0.021565, 0.325383, 0.653052
0.403990, 0.031485, 0.885378,                     0.083137, 0.021480, 0.325786, 0.652735
0.400000, 0.028005, 0.886283,                     0.085713, 0.021350, 0.326235, 0.652415
