Wavelength (μm), R (B), T (B), A (B), R (C), T (C), A (C)
0.560554, 0.004107, 0.877231,                     0.118661, 0.010945, 0.309421, 0.679634
0.552901, 0.004878, 0.876681,                     0.118441, 0.011331, 0.310209, 0.678460
0.545455, 0.005804, 0.876148,                     0.118049, 0.011753, 0.311031, 0.677216
0.538206, 0.006881, 0.875631,                     0.117488, 0.012235, 0.311782, 0.675983
0.531148, 0.008104, 0.875140,                     0.116755, 0.012739, 0.312557, 0.674704
0.524272, 0.009467, 0.874676,                     0.115857, 0.013289, 0.313275, 0.673436
0.517572, 0.010959, 0.874246,                     0.114795, 0.013848, 0.314003, 0.672149
0.511041, 0.012568, 0.873847,                     0.113584, 0.014439, 0.314687, 0.670875
0.504673, 0.014279, 0.873486,                     0.112236, 0.015026, 0.315371, 0.669603
0.498462, 0.016074, 0.873168,                     0.110758, 0.015629, 0.316022, 0.668349
0.492401, 0.017935, 0.872889,                     0.109175, 0.016219, 0.316664, 0.667118
0.486486, 0.019841, 0.872658,                     0.107501, 0.016810, 0.317284, 0.665906
0.480712, 0.021769, 0.872468,                     0.105763, 0.017377, 0.317885, 0.664737
0.475073, 0.023694, 0.872328,                     0.103978, 0.017933, 0.318478, 0.663589
0.469565, 0.025593, 0.872234,                     0.102174, 0.018456, 0.319042, 0.662502
0.464183, 0.027439, 0.872185,                     0.100376, 0.018957, 0.319609, 0.661434
0.458924, 0.029208, 0.872181,                     0.098611, 0.019418, 0.320139, 0.660444
0.453782, 0.030875, 0.872223,                     0.096902, 0.019847, 0.320681, 0.659473
0.448753, 0.032416, 0.872306,                     0.095279, 0.020230, 0.321181, 0.658590
0.443836, 0.033808, 0.872430,                     0.093761, 0.020573, 0.321700, 0.657727
0.439024, 0.035034, 0.872590,                     0.092376, 0.020866, 0.322173, 0.656960
0.434316, 0.036074, 0.872784,                     0.091142, 0.021115, 0.322674, 0.656211
0.429708, 0.036914, 0.873008,                     0.090077, 0.021312, 0.323125, 0.655563
0.425197, 0.037546, 0.873258,                     0.089197, 0.021460, 0.323609, 0.654931
0.420779, 0.037960, 0.873531,                     0.088509, 0.021559, 0.324040, 0.654401
0.416452, 0.038155, 0.873823,                     0.088023, 0.021608, 0.324509, 0.653883
0.412214, 0.038130, 0.874124,                     0.087746, 0.021611, 0.324924, 0.653465
0.408060, 0.037892, 0.874435,                     0.087673, 0.021565, 0.325383, 0.653052
0.403990, 0.037449, 0.874750,                     0.087801, 0.021480, 0.325786, 0.652735
0.400000, 0.036814, 0.875067,                     0.088119, 0.021350, 0.326235, 0.652415
